IDR,GO_molfunc_terms,GO_cellcom_terms,n_GO_molfunc_terms,n_GO_cellcom_terms
P17535_1_261,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription activator activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; enzyme binding; sequence-specific DNA binding; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; sequence-specific double-stranded DNA binding; other",chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; protein-containing complex; intracellular membrane-bounded organelle,14,7
P17540_1_43,ATP binding; other,cytoplasm; mitochondrion; mitochondrial inner membrane; membrane; intracellular membrane-bounded organelle,2,5
P17542_1_178,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; chromatin binding; DNA-binding transcription factor activity; enzyme binding; histone deacetylase binding; sequence-specific DNA binding; protein-containing complex binding; protein dimerization activity; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; protein-containing complex; intracellular membrane-bounded organelle,16,7
P17542_255_331,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; chromatin binding; DNA-binding transcription factor activity; enzyme binding; histone deacetylase binding; sequence-specific DNA binding; protein-containing complex binding; protein dimerization activity; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; protein-containing complex; intracellular membrane-bounded organelle,16,7
P17544_31_326,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; enzyme binding; protein kinase binding; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding; other","chromosome, telomeric region; chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; cytoplasm; protein-containing complex; intracellular membrane-bounded organelle",14,9
P17544_404_483,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; enzyme binding; protein kinase binding; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding; other","chromosome, telomeric region; chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; cytoplasm; protein-containing complex; intracellular membrane-bounded organelle",14,9
P17600_1_114,actin binding; ATP binding; enzyme binding; protein kinase binding; identical protein binding; molecular adaptor activity; other,nucleus; chromosome; cytoplasm; Golgi apparatus; cytosol; cytoskeleton; postsynaptic density; membrane; extrinsic component of membrane; cell junction; axon; dendrite; cytoplasmic vesicle membrane; cytoplasmic vesicle; cell projection; neuron projection; intracellular membrane-bounded organelle; synapse; anchoring junction; presynapse; other,7,21
P17600_420_705,actin binding; ATP binding; enzyme binding; protein kinase binding; identical protein binding; molecular adaptor activity; other,nucleus; chromosome; cytoplasm; Golgi apparatus; cytosol; cytoskeleton; postsynaptic density; membrane; extrinsic component of membrane; cell junction; axon; dendrite; cytoplasmic vesicle membrane; cytoplasmic vesicle; cell projection; neuron projection; intracellular membrane-bounded organelle; synapse; anchoring junction; presynapse; other,7,21
P17643_504_537,identical protein binding; protein homodimerization activity; metal ion binding; protein dimerization activity; other,cytoplasm; endosome; endosome membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,5,7
P17658_467_529,other,plasma membrane; membrane; cell junction; axon; protein-containing complex; cell projection; neuron projection; synapse; presynapse,1,9
P17658_1_43,other,plasma membrane; membrane; cell junction; axon; protein-containing complex; cell projection; neuron projection; synapse; presynapse,1,9
P17658_196_263,other,plasma membrane; membrane; cell junction; axon; protein-containing complex; cell projection; neuron projection; synapse; presynapse,1,9
P17661_1_98,structural molecule activity; identical protein binding; other,extracellular region; extracellular space; nucleus; cytoplasm; cytosol; cytoskeleton; plasma membrane; cell-cell junction; membrane; Z disc; cell junction; sarcolemma; intracellular membrane-bounded organelle; synapse; extracellular exosome; anchoring junction,3,16
P17661_412_470,structural molecule activity; identical protein binding; other,extracellular region; extracellular space; nucleus; cytoplasm; cytosol; cytoskeleton; plasma membrane; cell-cell junction; membrane; Z disc; cell junction; sarcolemma; intracellular membrane-bounded organelle; synapse; extracellular exosome; anchoring junction,3,16
P17676_1_265,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; DNA-binding transcription activator activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; chromatin binding; DNA-binding transcription factor activity; enzyme binding; identical protein binding; protein homodimerization activity; histone deacetylase binding; sequence-specific DNA binding; protein-containing complex binding; protein heterodimerization activity; protein dimerization activity; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; cytoplasm; nuclear matrix; protein-containing complex; intracellular membrane-bounded organelle,21,9
P17677_1_238,calmodulin binding; phosphatidylinositol binding; other,cytoplasm; plasma membrane; postsynaptic density; membrane; cell junction; axon; dendrite; growth cone; cell projection; neuron projection; neuronal cell body; perikaryon; synapse; anchoring junction,3,14
P17706_292_358,signaling receptor binding; integrin binding; enzyme binding; protein kinase binding; protein-containing complex binding; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding; other,nucleus; nucleoplasm; cytoplasm; endoplasmic reticulum; cytosol; plasma membrane; membrane; intracellular membrane-bounded organelle,8,8
P17735_1_41,identical protein binding; other,cytoplasm; mitochondrion; cytosol; intracellular membrane-bounded organelle,2,4
P17787_354_428,transmembrane signaling receptor activity; signaling receptor activity; protein-containing complex binding; other,plasma membrane; external side of plasma membrane; cell surface; membrane; cell junction; protein-containing complex; cell projection; neuron projection; receptor complex; membrane raft; synapse; anchoring junction,4,12
